nitrogen,phosphorus,potassium,ph,rainfall,temperature,humidity,soil_type,season,region,irrigation,crop
124.29,57.83,45.81,6.1,1736.62,27.11,82.41,clay,long_rains,sub_humid,0,rice
66.9,42.94,41.23,5.5,433.91,28.14,45.1,loamy,short_rains,semi_arid,0,sorghum
30.71,65.33,63.12,5.5,699.88,29.5,52.68,sandy,long_rains,coastal,0,groundnut
90.01,49.25,53.03,6.9,679.42,21.18,66.24,silty,short_rains,sub_humid,0,maize
102.15,62.35,53.05,6.2,673.7,19.71,58.8,loamy,long_rains,highland,0,maize
33.39,69.83,64.81,6.0,785.6,28.48,57.77,sandy,long_rains,sub_humid,0,groundnut
14.0,128.0,205.0,6.23,116.04,22.61,94.59,silty,transitional,highland,0,apple
97.7,77.41,123.14,6.2,503.88,23.96,65.28,silty,dry,sub_humid,1,tomato
113.0,20.0,48.0,6.44,27.28,27.47,94.88,sandy,transitional,semi_arid,0,muskmelon
67.47,56.74,99.1,6.7,537.18,23.7,71.88,sandy,long_rains,highland,0,sweetpotato
85.0,33.0,25.0,6.91,189.09,26.21,52.51,loamy,long_rains,highland,0,coffee
158.12,54.75,85.98,5.3,1694.74,17.97,78.43,loamy,long_rains,highland,1,tea
75.32,45.37,71.51,7.4,787.74,29.83,58.48,sandy,transitional,coastal,0,mango
98.88,64.6,113.49,7.0,429.88,21.53,47.24,loamy,dry,semi_arid,1,onion
32.05,69.31,47.87,6.1,579.67,21.05,66.49,silty,long_rains,sub_humid,0,beans
117.45,67.66,120.84,7.3,583.57,16.76,70.45,loamy,short_rains,highland,1,cabbage
99.58,54.44,72.97,6.0,779.8,28.81,52.29,loamy,long_rains,sub_humid,1,cotton
190.1,61.39,137.3,7.2,1631.99,28.68,69.15,loamy,long_rains,sub_humid,1,sugarcane
27.18,58.13,46.83,6.8,545.87,18.66,55.01,loamy,dry,semi_arid,1,chickpea
80.64,43.09,72.55,7.0,785.95,27.65,53.69,loamy,transitional,coastal,0,mango
124.32,77.32,131.92,6.0,686.07,14.27,73.17,silty,transitional,highland,0,potato
29.45,58.25,45.11,6.8,549.58,19.9,46.26,sandy,transitional,semi_arid,1,chickpea
69.0,55.0,38.0,5.7,271.32,22.71,82.64,silty,long_rains,sub_humid,1,rice
99.46,77.48,119.24,6.1,561.76,20.66,62.93,loamy,transitional,highland,1,tomato
112.08,53.13,75.49,7.2,881.43,26.88,48.54,clay,long_rains,sub_humid,0,cotton
58.11,42.13,38.11,6.9,340.65,31.17,44.95,sandy,short_rains,semi_arid,0,millet
27.0,56.0,20.0,6.42,51.54,29.21,87.11,sandy,transitional,sub_humid,0,mung_bean
133.0,50.0,25.0,7.57,99.93,25.72,81.2,clay,long_rains,sub_humid,0,cotton
96.52,61.53,44.79,6.5,699.01,21.4,65.18,silty,long_rains,sub_humid,0,maize
58.04,44.84,38.34,6.9,484.6,28.4,43.67,sandy,short_rains,arid,0,sorghum
118.97,77.09,134.95,5.9,651.81,16.82,76.05,loamy,transitional,highland,0,potato
103.98,68.19,98.57,6.3,402.0,21.82,51.14,loamy,dry,semi_arid,1,onion
100.65,86.6,128.34,7.0,508.41,21.72,62.84,loamy,dry,sub_humid,0,tomato
59.8,39.09,35.97,6.5,341.9,33.48,32.46,sandy,short_rains,semi_arid,1,millet
62.31,44.86,77.82,6.0,948.55,28.33,76.15,sandy,long_rains,sub_humid,0,cassava
75.97,42.36,61.51,6.7,902.34,29.3,56.65,sandy,transitional,coastal,0,mango
103.04,53.55,49.45,6.3,642.45,24.14,65.61,loamy,long_rains,sub_humid,0,maize
103.69,58.5,53.15,7.0,652.23,25.5,64.97,loamy,short_rains,sub_humid,0,maize
92.0,85.0,51.0,5.74,108.86,29.22,81.08,loamy,long_rains,coastal,0,banana
72.91,50.53,104.39,6.5,664.37,26.02,68.53,sandy,long_rains,highland,0,sweetpotato
56.28,42.28,78.06,5.7,914.79,25.94,71.43,loamy,long_rains,sub_humid,0,cassava
125.07,63.58,105.63,6.9,624.01,18.85,67.9,loamy,long_rains,highland,1,cabbage
34.74,62.0,70.49,6.8,615.0,29.31,55.29,loamy,long_rains,coastal,0,groundnut
84.0,18.0,46.0,6.78,25.32,27.09,93.42,loamy,transitional,sub_humid,0,muskmelon
74.7,51.83,68.42,6.4,499.44,26.75,48.72,loamy,dry,sub_humid,1,sunflower
40.0,22.0,29.0,5.74,174.63,27.56,99.98,sandy,long_rains,coastal,0,coconut
115.09,57.47,43.12,6.9,2181.43,27.35,83.0,clay,long_rains,sub_humid,1,rice
99.24,70.77,102.7,7.4,459.91,20.51,50.91,loamy,dry,semi_arid,1,onion
93.0,81.0,50.0,6.04,102.21,27.72,76.58,clay,long_rains,coastal,0,banana
83.0,21.0,28.0,7.47,190.23,25.57,60.49,silty,long_rains,highland,0,coffee
75.07,46.57,109.15,6.5,598.05,24.87,66.25,sandy,long_rains,sub_humid,0,sweetpotato
91.15,51.45,51.19,6.2,633.19,22.08,70.57,loamy,short_rains,sub_humid,0,maize
70.58,60.21,107.39,5.5,641.47,23.99,67.45,loamy,short_rains,highland,0,sweetpotato
79.7,55.94,73.48,6.5,572.59,25.29,51.84,loamy,short_rains,sub_humid,0,sunflower
115.3,52.45,45.74,5.7,1925.72,27.43,83.85,silty,long_rains,coastal,0,rice
75.69,40.89,38.14,7.2,453.39,30.81,47.91,loamy,short_rains,arid,0,sorghum
11.0,36.0,31.0,6.48,100.26,27.92,51.78,loamy,dry,coastal,0,mango
87.0,6.0,45.0,6.4,22.84,29.83,90.79,loamy,transitional,sub_humid,0,muskmelon
118.62,56.59,45.82,6.4,1735.17,26.93,84.8,silty,long_rains,coastal,1,rice
54.01,35.75,35.39,6.6,328.88,35.09,42.71,sandy,short_rains,arid,0,millet
92.23,61.36,99.52,6.3,482.73,21.9,54.65,loamy,dry,semi_arid,1,onion
32.84,65.08,57.41,6.3,572.93,19.77,66.38,silty,short_rains,sub_humid,0,beans
34.04,67.16,53.43,6.8,534.57,23.41,62.18,loamy,short_rains,sub_humid,0,beans
191.01,54.31,151.38,7.2,1724.37,30.64,71.95,loamy,long_rains,sub_humid,0,sugarcane
97.36,55.88,47.28,7.0,697.65,22.69,69.62,silty,short_rains,highland,0,maize
31.0,78.0,76.0,8.52,89.31,17.57,15.0,loamy,dry,semi_arid,1,chickpea
36.84,61.87,63.01,7.0,610.52,26.59,54.67,loamy,long_rains,coastal,1,groundnut
79.0,43.0,39.0,7.06,210.81,21.67,80.71,clay,long_rains,coastal,1,rice
26.0,51.0,25.0,7.79,55.22,28.76,52.63,sandy,dry,arid,0,moth_beans
3.0,134.0,199.0,5.82,71.07,20.28,81.32,loamy,dry,highland,1,grapes
109.55,80.65,128.92,7.0,553.74,24.33,61.1,loamy,transitional,sub_humid,1,tomato
100.29,55.84,48.2,6.0,743.58,20.64,67.09,loamy,short_rains,highland,1,maize
106.29,62.81,105.52,6.0,507.75,19.76,53.78,sandy,dry,semi_arid,0,onion
32.77,64.73,54.47,7.2,559.01,22.12,64.4,silty,short_rains,sub_humid,0,beans
23.84,59.88,45.08,6.2,341.07,18.9,45.38,clay,dry,semi_arid,1,lentils
64.96,53.93,120.31,6.0,578.26,25.07,66.26,loamy,short_rains,highland,1,sweetpotato
117.45,71.84,104.07,6.5,578.33,17.8,69.94,clay,long_rains,highland,1,cabbage
41.0,69.0,82.0,6.72,68.98,20.02,16.63,sandy,dry,semi_arid,0,chickpea
0.0,21.0,32.0,6.43,92.2,35.9,54.26,loamy,transitional,coastal,0,mango
82.87,45.49,70.33,6.3,1024.96,30.73,60.85,loamy,transitional,semi_arid,0,mango
32.63,59.45,58.53,6.7,526.22,21.75,56.6,loamy,long_rains,highland,0,beans
66.86,43.51,43.41,6.8,458.56,29.32,43.56,loamy,dry,arid,0,sorghum
115.0,48.0,16.0,7.18,88.94,25.54,84.09,clay,long_rains,sub_humid,0,cotton
17.0,64.0,17.0,5.66,124.61,21.02,24.94,silty,long_rains,sub_humid,1,kidney_beans
58.0,46.0,45.0,6.58,88.47,42.39,90.79,loamy,transitional,coastal,1,papaya
9.0,8.0,15.0,7.99,110.22,14.34,94.36,loamy,long_rains,sub_humid,1,orange
80.53,51.67,65.74,6.8,810.01,31.67,52.54,sandy,dry,coastal,0,mango
77.76,46.98,41.9,5.6,432.88,27.28,40.06,loamy,dry,semi_arid,0,sorghum
75.99,43.67,38.63,5.8,465.21,28.97,45.61,sandy,short_rains,arid,0,sorghum
119.69,56.02,108.01,6.3,1726.07,20.05,75.87,loamy,long_rains,highland,0,coffee
104.78,55.4,69.77,5.8,706.75,28.8,51.38,clay,long_rains,sub_humid,1,cotton
28.15,56.63,47.06,6.3,366.84,19.13,48.34,clay,dry,semi_arid,1,lentils
35.0,138.0,200.0,5.67,103.68,21.2,90.81,silty,transitional,highland,1,apple
77.86,43.74,66.09,6.3,772.62,28.89,57.28,loamy,transitional,semi_arid,1,mango
34.21,65.41,52.01,6.7,610.25,20.66,66.81,loamy,long_rains,highland,1,beans
126.19,53.04,40.01,6.0,1787.07,25.78,85.14,silty,long_rains,sub_humid,1,rice
32.39,66.11,51.33,7.2,539.24,19.85,58.09,loamy,short_rains,highland,0,beans
41.84,61.59,65.97,7.0,713.91,28.75,56.23,sandy,long_rains,sub_humid,0,groundnut
28.0,74.0,81.0,8.75,81.99,18.01,18.31,loamy,dry,semi_arid,0,chickpea
15.0,11.0,38.0,6.63,109.39,23.13,92.68,loamy,dry,arid,1,pomegranate
38.0,120.0,197.0,6.32,73.77,17.54,82.95,sandy,dry,highland,1,grapes
83.82,43.47,40.96,6.4,593.71,18.03,54.97,loamy,dry,highland,0,wheat
27.0,24.0,29.0,6.14,191.01,26.61,96.97,loamy,long_rains,coastal,0,coconut
17.0,11.0,32.0,5.62,156.77,28.74,93.4,loamy,long_rains,coastal,0,coconut
153.72,51.17,82.28,5.1,1955.36,18.17,83.2,loamy,long_rains,highland,0,tea
133.72,58.23,109.47,6.3,1606.48,18.37,74.67,loamy,long_rains,highland,0,coffee
61.0,38.0,20.0,5.97,65.44,18.48,62.7,silty,short_rains,sub_humid,0,maize
4.0,19.0,43.0,5.78,106.36,18.07,93.15,loamy,dry,arid,0,pomegranate
58.0,55.0,47.0,6.74,240.69,26.05,93.69,loamy,long_rains,coastal,1,papaya
107.0,31.0,31.0,6.77,153.12,23.17,52.98,silty,long_rains,highland,0,coffee
139.24,45.83,78.22,5.2,2241.73,18.8,79.85,loamy,long_rains,highland,0,tea
101.08,58.21,54.13,6.2,740.5,23.13,67.01,silty,short_rains,sub_humid,0,maize
37.0,72.0,18.0,5.72,105.41,18.88,24.54,loamy,short_rains,highland,0,kidney_beans
74.39,44.2,42.55,6.0,598.33,17.5,50.79,clay,dry,highland,1,wheat
65.37,35.85,39.21,6.7,428.78,28.96,46.11,loamy,dry,arid,0,sorghum
99.85,54.61,50.31,6.6,648.23,22.1,66.09,loamy,long_rains,sub_humid,0,maize
107.65,79.76,138.84,6.8,525.05,24.57,62.78,silty,transitional,sub_humid,1,tomato
70.0,50.0,53.0,6.93,172.35,37.46,90.45,loamy,transitional,coastal,0,papaya
35.9,62.48,60.51,6.2,702.81,29.48,55.1,loamy,long_rains,sub_humid,0,groundnut
110.13,56.38,74.05,6.6,780.67,30.12,52.41,clay,long_rains,sub_humid,0,cotton
115.9,50.52,45.08,6.5,1829.9,29.4,79.25,clay,long_rains,sub_humid,1,rice
54.85,33.12,37.21,6.5,308.52,31.25,44.03,sandy,dry,semi_arid,0,millet
96.21,53.17,46.75,7.0,689.46,23.19,64.39,silty,long_rains,sub_humid,0,maize
177.97,54.49,184.11,6.6,1470.73,28.56,83.14,loamy,long_rains,sub_humid,1,banana
129.62,75.91,129.71,5.2,624.94,13.58,73.49,silty,long_rains,highland,0,potato
23.49,61.05,41.17,7.9,356.99,17.49,47.71,clay,transitional,semi_arid,0,lentils
170.87,62.78,143.58,7.2,1397.68,28.74,77.18,loamy,long_rains,sub_humid,1,sugarcane
58.0,51.0,47.0,6.76,197.4,42.13,91.7,sandy,transitional,sub_humid,1,papaya
78.56,42.79,40.94,7.0,570.44,17.47,54.14,clay,dry,highland,1,wheat
26.53,58.08,45.5,5.6,429.94,18.43,51.87,loamy,transitional,highland,1,chickpea
78.2,56.39,100.97,6.1,638.12,24.97,64.16,loamy,long_rains,highland,1,sweetpotato
120.0,7.0,47.0,6.65,54.77,24.25,83.04,sandy,dry,semi_arid,0,watermelon
94.0,50.0,19.0,5.87,97.59,23.3,73.63,loamy,long_rains,sub_humid,0,maize
26.0,68.0,24.0,7.5,37.16,28.05,64.08,clay,dry,highland,0,lentils
79.9,49.35,68.61,5.9,810.16,29.25,53.29,loamy,dry,coastal,0,mango
57.77,42.81,81.97,6.7,885.81,28.02,74.47,loamy,long_rains,coastal,0,cassava
186.5,61.26,158.88,6.1,1496.08,29.57,70.06,loamy,long_rains,sub_humid,0,sugarcane
112.42,60.54,45.03,5.9,1745.9,27.06,88.07,clay,long_rains,sub_humid,1,rice
180.04,59.9,145.08,6.7,1644.99,28.19,73.86,loamy,long_rains,sub_humid,0,sugarcane
27.18,52.87,50.07,5.5,528.34,18.51,51.86,sandy,dry,semi_arid,0,chickpea
121.49,89.91,123.32,5.3,781.25,15.95,73.12,loamy,long_rains,highland,1,potato
22.79,63.38,49.55,7.1,399.03,18.81,51.53,clay,dry,semi_arid,1,lentils
123.0,50.0,16.0,6.5,70.66,23.05,75.54,clay,long_rains,sub_humid,1,cotton
57.63,41.33,30.71,5.7,343.29,30.46,40.68,sandy,dry,semi_arid,0,millet
116.86,50.1,66.1,7.3,799.99,30.72,49.5,clay,long_rains,coastal,0,cotton
131.07,80.85,137.0,6.1,650.9,14.11,66.69,silty,transitional,highland,1,potato
39.18,69.9,67.2,5.6,623.17,28.64,56.97,sandy,long_rains,coastal,0,groundnut
84.0,27.0,29.0,7.17,168.26,23.32,53.0,silty,long_rains,highland,0,coffee
129.72,61.96,102.8,5.8,1555.34,19.85,78.34,silty,long_rains,highland,0,coffee
34.88,66.63,51.72,6.5,540.54,22.16,59.23,loamy,long_rains,sub_humid,1,beans
69.88,50.35,66.6,7.5,670.13,23.6,44.44,sandy,dry,sub_humid,1,sunflower
61.7,39.01,74.1,6.7,954.45,26.56,73.13,loamy,long_rains,coastal,0,cassava
77.0,38.0,36.0,5.95,224.56,21.87,80.19,clay,long_rains,sub_humid,1,rice
104.14,47.67,51.57,6.4,695.1,21.75,60.29,loamy,short_rains,highland,0,maize
53.54,43.0,83.15,5.8,921.54,28.02,73.94,loamy,long_rains,coastal,0,cassava
90.0,42.0,43.0,6.5,202.94,20.88,82.0,clay,long_rains,sub_humid,0,rice
124.0,47.4,45.65,6.3,1645.18,25.61,84.44,silty,long_rains,sub_humid,1,rice
126.36,68.55,107.71,6.1,1607.14,20.94,74.62,loamy,long_rains,highland,0,coffee
66.69,47.01,74.4,6.6,871.78,26.37,77.04,sandy,long_rains,sub_humid,0,cassava
118.0,21.0,51.0,6.68,48.58,24.43,86.34,sandy,short_rains,sub_humid,0,watermelon
27.12,61.06,49.55,5.6,506.76,17.6,54.64,loamy,dry,highland,0,chickpea
69.25,34.07,40.89,5.9,474.87,29.58,43.8,sandy,short_rains,arid,0,sorghum
116.54,58.85,43.22,6.7,1724.71,30.44,86.0,silty,long_rains,coastal,1,rice
29.89,62.29,71.9,6.8,742.77,28.07,55.52,sandy,long_rains,sub_humid,0,groundnut
61.23,53.66,68.09,7.2,503.29,25.1,47.95,loamy,short_rains,sub_humid,0,sunflower
30.0,63.0,16.0,5.53,100.6,23.61,21.91,silty,short_rains,highland,0,kidney_beans
102.86,78.99,141.66,7.0,518.64,22.18,61.5,silty,dry,sub_humid,1,tomato
144.57,48.53,78.35,5.8,2017.57,18.77,82.42,silty,long_rains,highland,0,tea
60.0,57.0,24.0,6.12,75.03,18.66,61.55,loamy,long_rains,highland,1,maize
181.3,56.12,172.55,6.8,1625.43,25.85,80.23,loamy,long_rains,coastal,0,banana
33.33,64.06,49.32,6.9,578.43,21.48,63.22,silty,long_rains,highland,0,beans
27.0,8.0,32.0,5.63,144.33,27.01,96.46,sandy,long_rains,coastal,0,coconut
35.34,64.0,56.82,6.7,539.05,21.86,59.99,loamy,long_rains,highland,0,beans
102.37,54.42,47.7,6.2,750.25,22.26,66.85,loamy,long_rains,highland,1,maize
169.95,64.6,179.57,5.7,1581.88,25.47,82.24,loamy,long_rains,coastal,1,banana
37.0,62.0,22.0,7.4,49.78,24.02,61.62,clay,transitional,highland,0,lentils
10.0,136.0,204.0,6.28,105.86,21.2,92.16,loamy,transitional,highland,1,apple
32.55,64.21,49.0,6.9,512.54,20.8,62.55,silty,short_rains,sub_humid,0,beans
18.0,30.0,29.0,6.42,224.59,26.76,92.86,loamy,long_rains,coastal,0,coconut
183.15,50.83,170.48,6.6,1436.69,25.22,79.1,loamy,long_rains,sub_humid,1,banana
178.76,60.55,145.83,6.6,1448.34,26.58,73.83,clay,long_rains,coastal,1,sugarcane
125.44,88.21,129.15,5.3,638.93,13.33,76.44,loamy,transitional,highland,0,potato
182.72,58.69,170.44,5.9,1576.0,26.24,80.98,loamy,long_rains,sub_humid,0,banana
106.2,53.36,64.59,6.5,799.39,29.65,55.0,loamy,long_rains,coastal,0,cotton
76.6,46.34,63.75,6.2,931.62,30.5,53.97,sandy,transitional,semi_arid,0,mango
95.31,77.07,135.55,6.7,536.18,23.7,58.32,loamy,dry,sub_humid,0,tomato
54.1,52.66,72.19,6.6,841.49,25.54,71.68,loamy,long_rains,sub_humid,0,cassava
16.0,6.0,29.0,5.87,132.15,29.29,91.96,loamy,long_rains,coastal,0,coconut
8.0,54.0,20.0,7.03,38.8,28.33,80.77,loamy,short_rains,sub_humid,0,mung_bean
32.46,54.33,64.16,6.7,733.52,27.63,63.19,loamy,long_rains,sub_humid,0,groundnut
106.0,51.99,47.18,6.7,694.03,23.35,67.18,loamy,long_rains,highland,0,maize
40.73,66.36,65.75,6.7,720.9,29.9,53.3,sandy,long_rains,coastal,0,groundnut
32.0,41.0,16.0,7.7,68.55,28.64,61.39,sandy,dry,semi_arid,0,moth_beans
29.0,35.0,28.0,6.97,90.4,28.35,53.54,sandy,dry,semi_arid,0,mango
16.0,139.0,203.0,6.28,65.85,17.83,80.96,loamy,dry,semi_arid,1,grapes
7.0,63.0,24.0,6.82,53.05,19.56,64.45,clay,transitional,semi_arid,0,lentils
83.0,9.0,45.0,6.05,46.85,25.85,89.13,sandy,short_rains,semi_arid,1,watermelon
75.02,39.95,39.59,7.2,395.64,28.86,49.17,loamy,dry,arid,0,sorghum
13.0,17.0,45.0,7.16,106.28,21.25,92.65,sandy,transitional,semi_arid,0,pomegranate
56.0,79.0,15.0,7.45,71.89,29.48,63.2,clay,transitional,sub_humid,0,blackgram
28.45,50.27,47.06,7.0,541.1,18.74,46.87,loamy,dry,highland,0,chickpea
71.74,40.76,37.89,6.9,427.31,28.66,44.97,loamy,short_rains,arid,0,sorghum
7.0,15.0,32.0,6.18,174.8,25.04,95.9,loamy,long_rains,coastal,0,coconut
124.15,52.53,46.32,6.7,1724.85,28.83,87.74,silty,long_rains,sub_humid,1,rice
68.13,38.27,40.68,6.6,433.5,28.1,42.43,loamy,short_rains,semi_arid,0,sorghum
109.0,12.0,48.0,6.71,20.76,29.46,92.13,sandy,transitional,semi_arid,0,muskmelon
28.81,59.32,46.3,7.0,356.34,18.24,54.13,loamy,dry,highland,1,lentils
101.5,49.44,66.3,6.3,711.93,23.68,42.9,loamy,long_rains,sub_humid,0,cotton
22.9,51.22,56.29,6.0,572.64,19.1,54.74,loamy,dry,semi_arid,1,chickpea
36.0,67.0,20.0,6.92,53.32,20.39,60.48,loamy,dry,semi_arid,1,lentils
60.09,45.33,84.58,6.9,807.51,26.8,71.88,loamy,long_rains,sub_humid,0,cassava
40.0,21.0,8.0,7.42,102.19,34.91,92.88,sandy,long_rains,highland,0,orange
176.76,63.25,180.79,6.3,1555.53,27.55,78.51,clay,long_rains,coastal,0,banana
172.78,51.36,174.05,6.2,1687.43,26.5,79.33,loamy,long_rains,sub_humid,0,banana
30.23,54.56,43.99,6.1,395.24,19.53,48.15,loamy,dry,highland,0,lentils
66.6,45.57,73.24,6.0,831.72,26.52,74.02,sandy,long_rains,coastal,0,cassava
31.83,64.21,53.66,6.5,576.48,23.18,60.1,silty,short_rains,highland,0,beans
80.0,18.0,51.0,6.71,20.77,28.05,91.82,sandy,transitional,semi_arid,0,muskmelon
115.45,53.95,74.77,7.4,783.35,27.79,53.53,clay,long_rains,sub_humid,0,cotton
75.76,54.74,104.19,5.5,558.73,25.31,69.52,loamy,short_rains,sub_humid,1,sweetpotato
21.0,63.0,22.0,6.86,74.62,25.1,67.73,clay,short_rains,sub_humid,0,blackgram
121.35,70.62,116.81,6.5,575.9,16.37,68.64,clay,long_rains,highland,0,cabbage
47.0,63.0,16.0,6.66,72.51,27.44,67.1,loamy,transitional,sub_humid,0,blackgram
54.27,33.83,35.26,6.9,331.01,33.9,37.9,sandy,short_rains,semi_arid,0,millet
113.0,38.0,25.0,7.39,90.42,22.0,79.47,loamy,long_rains,coastal,0,cotton
128.36,51.42,41.62,5.7,1847.59,29.07,84.31,clay,long_rains,coastal,1,rice
70.05,36.25,40.92,5.5,453.87,31.07,36.59,loamy,short_rains,arid,0,sorghum
100.5,61.24,100.1,6.4,447.79,22.12,50.46,sandy,dry,highland,0,onion
128.17,56.54,107.51,5.5,1624.2,19.62,77.36,loamy,long_rains,highland,0,coffee
18.0,19.0,27.0,4.77,94.11,27.76,52.35,loamy,dry,coastal,1,mango
58.15,37.32,29.59,5.7,347.7,32.39,39.07,sandy,dry,semi_arid,0,millet
116.48,55.64,74.87,6.5,712.76,30.17,50.38,loamy,long_rains,sub_humid,0,cotton
57.68,38.2,80.99,5.6,917.08,26.59,74.86,loamy,long_rains,coastal,0,cassava
169.61,56.13,172.79,5.5,1423.88,27.15,82.08,clay,long_rains,coastal,1,banana
175.68,67.22,185.38,6.6,1495.36,26.84,80.07,loamy,long_rains,sub_humid,0,banana
26.0,35.0,31.0,5.34,98.05,33.45,53.06,sandy,dry,semi_arid,0,mango
89.0,25.0,34.0,7.18,129.88,23.08,63.66,loamy,long_rains,highland,1,coffee
87.0,48.0,25.0,6.66,93.62,18.65,61.38,loamy,long_rains,sub_humid,1,maize
30.0,143.0,199.0,5.8,102.26,23.77,90.6,silty,transitional,highland,0,apple
60.54,44.53,35.22,5.9,336.29,32.33,42.2,sandy,short_rains,semi_arid,0,millet
15.0,45.0,23.0,7.22,46.02,24.2,61.43,sandy,dry,arid,0,moth_beans
69.29,41.34,38.67,6.7,454.81,28.03,44.57,sandy,short_rains,semi_arid,0,sorghum
116.0,25.0,50.0,6.09,28.71,29.26,92.92,loamy,dry,semi_arid,0,muskmelon
44.0,75.0,22.0,7.57,71.21,30.03,64.15,clay,short_rains,coastal,0,blackgram
33.3,63.07,52.25,7.5,560.51,19.56,66.7,loamy,short_rains,sub_humid,0,beans
108.03,59.19,52.48,6.7,1724.34,28.62,85.71,silty,long_rains,sub_humid,1,rice
118.68,76.32,99.53,7.4,608.99,18.3,69.24,loamy,short_rains,highland,0,cabbage
32.0,20.0,35.0,5.59,144.63,26.52,98.38,sandy,long_rains,coastal,0,coconut
63.0,43.0,19.0,6.64,90.99,18.52,55.53,silty,short_rains,sub_humid,0,maize
63.0,42.0,21.0,5.8,67.1,23.26,72.33,silty,short_rains,highland,1,maize
31.7,63.59,61.14,6.6,663.29,28.53,60.45,sandy,long_rains,sub_humid,0,groundnut
54.64,41.21,32.71,6.0,268.93,30.09,40.24,sandy,dry,arid,0,millet
26.0,10.0,33.0,6.07,198.82,28.27,96.94,loamy,long_rains,coastal,1,coconut
67.5,42.24,38.41,6.7,371.68,29.56,50.89,sandy,dry,semi_arid,0,sorghum
32.61,65.25,50.52,7.2,530.69,21.86,61.0,silty,long_rains,highland,0,beans
72.03,57.51,105.87,5.9,631.08,25.25,65.21,loamy,short_rains,sub_humid,0,sweetpotato
68.37,35.63,39.87,6.1,489.58,28.21,46.25,loamy,short_rains,arid,0,sorghum
105.99,91.44,123.2,6.9,512.92,21.55,62.76,silty,dry,sub_humid,0,tomato
123.27,52.03,42.65,6.7,2033.54,26.46,85.08,silty,long_rains,coastal,0,rice
119.0,30.0,28.0,6.51,163.63,26.36,64.58,silty,long_rains,highland,0,coffee
37.0,49.0,25.0,6.42,41.39,29.91,85.85,sandy,transitional,sub_humid,0,mung_bean
28.0,27.0,32.0,5.76,191.77,28.94,93.0,sandy,long_rains,coastal,0,coconut
31.4,64.15,56.08,6.6,552.83,21.64,63.99,loamy,long_rains,highland,0,beans
71.88,41.7,38.36,6.4,414.92,29.04,44.11,loamy,short_rains,arid,0,sorghum
74.97,58.55,112.9,6.8,537.73,24.54,66.2,loamy,long_rains,highland,1,sweetpotato
84.06,48.27,69.27,7.1,948.22,31.39,48.68,loamy,dry,semi_arid,0,mango
105.25,64.31,103.66,6.4,504.64,23.24,52.79,sandy,dry,semi_arid,1,onion
113.2,66.63,105.32,6.0,1498.27,18.38,76.21,loamy,long_rains,highland,0,coffee
83.0,11.0,53.0,6.16,21.97,29.54,92.92,sandy,dry,sub_humid,1,muskmelon
195.38,65.8,145.59,5.9,1577.29,31.03,71.04,loamy,long_rains,coastal,0,sugarcane
28.0,66.0,23.0,6.0,120.69,21.54,24.25,loamy,short_rains,sub_humid,0,kidney_beans
73.33,43.43,38.08,6.9,464.48,30.78,41.52,sandy,dry,arid,0,sorghum
173.58,54.28,131.5,5.5,1668.17,31.71,71.93,loamy,long_rains,sub_humid,1,sugarcane
93.52,75.75,129.69,6.7,552.94,22.07,63.52,loamy,dry,highland,1,tomato
72.6,55.75,69.08,7.4,637.16,27.33,48.61,sandy,short_rains,sub_humid,0,sunflower
48.0,62.0,15.0,7.54,65.82,25.37,66.64,loamy,short_rains,sub_humid,0,blackgram
90.55,61.48,50.24,6.0,798.02,22.04,67.37,silty,long_rains,sub_humid,0,maize
22.0,9.0,44.0,5.74,112.19,24.72,88.88,loamy,dry,semi_arid,1,pomegranate
59.15,35.2,34.85,6.3,286.47,35.45,35.98,sandy,short_rains,semi_arid,0,millet
127.5,61.03,106.47,6.3,1618.66,19.32,74.25,silty,long_rains,highland,0,coffee
139.0,35.0,15.0,5.9,86.56,25.25,83.46,clay,long_rains,sub_humid,1,cotton
179.6,61.87,187.68,6.7,1384.02,27.3,81.74,loamy,long_rains,coastal,0,banana
71.73,58.2,63.58,6.1,574.32,25.38,47.7,loamy,dry,sub_humid,0,sunflower
129.34,85.91,120.18,5.7,777.11,13.86,69.58,loamy,transitional,highland,0,potato
79.37,45.64,44.83,6.9,559.77,15.08,56.67,clay,dry,highland,1,wheat
33.43,68.6,47.11,7.2,590.28,22.19,59.84,loamy,short_rains,highland,0,beans
110.79,76.74,118.47,6.7,560.15,23.89,62.51,silty,dry,sub_humid,1,tomato
35.0,134.0,204.0,5.84,66.01,9.95,82.55,sandy,dry,highland,1,grapes
76.3,42.73,68.37,6.0,814.33,27.2,51.11,sandy,transitional,semi_arid,0,mango
106.95,55.45,43.19,6.8,710.26,19.96,67.6,loamy,short_rains,highland,1,maize
40.0,58.0,15.0,6.98,43.15,29.46,87.61,loamy,short_rains,sub_humid,0,mung_bean
51.0,57.0,55.0,6.68,108.41,24.71,90.15,sandy,long_rains,sub_humid,1,papaya
114.0,8.0,52.0,6.42,28.23,29.34,94.55,loamy,dry,sub_humid,1,muskmelon
30.51,60.87,54.26,7.2,589.86,22.33,64.86,loamy,long_rains,sub_humid,1,beans
7.0,74.0,17.0,5.67,96.75,22.47,62.57,loamy,short_rains,sub_humid,1,pigeon_peas
117.78,61.31,109.27,6.3,1718.17,20.43,74.06,loamy,long_rains,highland,0,coffee
